Payment Attempted On,Payment Successful On,Payment ID,Transaction ID,Issuer/Scheme,National/International,TSP Charges,Convenience Fee,CGST,SGST,IGST
'2020-07-09 08:43:09.0,'2020-07-09 08:44:40.0,334902856,432037,VISA,National,0.0,102.69,0.0,0.0,0.0
'2020-07-09 08:35:29.0,'2020-07-09 08:40:33.0,334901346,432036,VISA,National,0.0,91.23,0.0,0.0,0.0
'2020-07-09 08:23:51.0,'2020-07-09 08:25:22.0,334899025,432035,MAST,National,0.0,88.6,0.0,0.0,0.0
'2020-07-09 08:20:33.0,'2020-07-09 08:22:18.0,334898408,432034,VISA,National,0.0,99.95,0.0,0.0,0.0
'2020-07-09 08:15:57.0,'2020-07-09 08:18:13.0,334897616,432033,VISA,National,0.0,101.5,0.0,0.0,0.0
'2020-07-09 04:04:22.0,'2020-07-09 04:09:30.0,334880369,432032,VISA,National,0.0,40.24,0.0,0.0,0.0
'2020-07-09 02:32:56.0,'2020-07-09 02:34:39.0,334878720,432031,VISA,National,0.0,40.24,0.0,0.0,0.0
'2020-07-09 02:31:30.0,'2020-07-09 02:34:09.0,334878691,432030,CC,National,0.0,170.17,0.0,0.0,0.0
'2020-07-09 00:22:34.0,'2020-07-09 00:24:39.0,334871876,432028,CC,National,0.0,191.73,0.0,0.0,0.0
'2020-07-08 23:57:58.0,'2020-07-08 23:59:18.0,334868983,432027,VISA,National,0.0,99.83,0.0,0.0,0.0
'2020-07-08 23:36:48.0,'2020-07-08 23:39:05.0,334865992,432025,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 22:55:30.0,'2020-07-08 22:57:23.0,334858496,432024,MAST,National,0.0,50.63,0.0,0.0,0.0
'2020-07-08 22:50:55.0,'2020-07-08 22:54:34.0,334857758,432023,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 22:17:36.0,'2020-07-08 22:20:25.0,334850420,432020,CC,National,0.0,77.75,0.0,0.0,0.0
'2020-07-08 22:06:03.0,'2020-07-08 22:07:39.0,334847778,432018,CC,National,0.0,176.59,0.0,0.0,0.0
'2020-07-08 22:05:32.0,'2020-07-08 22:06:41.0,334847661,432016,MAST,National,0.0,99.83,0.0,0.0,0.0
'2020-07-08 22:03:51.0,'2020-07-08 22:07:27.0,334847252,432014,CC,National,0.0,186.45,0.0,0.0,0.0
'2020-07-08 22:00:45.0,'2020-07-08 22:01:55.0,334846506,432013,SBIB,,0.0,80.04,0.0,0.0,0.0
'2020-07-08 21:58:06.0,'2020-07-08 22:00:49.0,334845795,432010,PAYTM,,0.0,194.94,0.0,0.0,0.0
'2020-07-08 21:51:51.0,'2020-07-08 21:53:04.0,334844346,432008,ICIB,,0.0,129.81,0.0,0.0,0.0
'2020-07-08 21:41:12.0,'2020-07-08 21:42:13.0,334841691,432007,CC,National,0.0,123.62,0.0,0.0,0.0
'2020-07-08 21:38:55.0,'2020-07-08 21:40:56.0,334841062,432005,ICIB,,0.0,142.19,0.0,0.0,0.0
'2020-07-08 21:36:17.0,'2020-07-08 21:38:10.0,334840376,432003,VISA,National,0.0,91.94,0.0,0.0,0.0
'2020-07-08 21:29:53.0,'2020-07-08 21:32:25.0,334838652,432002,CC,National,0.0,142.19,0.0,0.0,0.0
'2020-07-08 21:22:39.0,'2020-07-08 21:24:40.0,334836772,432000,VISA,National,0.0,91.94,0.0,0.0,0.0
'2020-07-08 20:53:24.0,'2020-07-08 21:00:37.0,334828302,431998,CC,National,0.0,175.22,0.0,0.0,0.0
'2020-07-08 20:46:41.0,'2020-07-08 20:48:39.0,334826435,431997,VISA,National,0.0,33.91,0.0,0.0,0.0
'2020-07-08 20:44:52.0,'2020-07-08 20:47:06.0,334825930,431996,VISA,National,0.0,95.29,0.0,0.0,0.0
'2020-07-08 20:26:28.0,'2020-07-08 20:31:12.0,334821310,431993,CC,National,0.0,72.47,0.0,0.0,0.0
'2020-07-08 19:59:33.0,'2020-07-08 20:00:45.0,334814403,431989,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 19:55:03.0,'2020-07-08 19:56:50.0,334813199,431988,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 19:49:18.0,'2020-07-08 19:51:00.0,334811593,431985,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 19:15:39.0,'2020-07-08 19:18:41.0,334802665,431979,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 19:07:24.0,'2020-07-08 19:08:55.0,334800344,431977,PAYTM,,0.0,55.04,0.0,0.0,0.0
'2020-07-08 19:00:32.0,'2020-07-08 19:01:41.0,334798516,431976,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 18:56:57.0,'2020-07-08 19:03:42.0,334797457,431975,VISA,National,0.0,91.94,0.0,0.0,0.0
'2020-07-08 18:41:48.0,'2020-07-08 18:43:29.0,334793275,431974,VISA,National,0.0,60.9,0.0,0.0,0.0
'2020-07-08 18:40:19.0,'2020-07-08 18:41:34.0,334792848,431973,VISA,National,0.0,66.99,0.0,0.0,0.0
'2020-07-08 18:31:23.0,'2020-07-08 18:32:49.0,334790430,431969,CC,National,0.0,124.53,0.0,0.0,0.0
'2020-07-08 18:25:06.0,'2020-07-08 18:27:54.0,334788581,431968,VISA,National,0.0,63.05,0.0,0.0,0.0
'2020-07-08 18:19:38.0,'2020-07-08 18:23:06.0,334786923,431967,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 18:15:22.0,'2020-07-08 18:16:21.0,334785570,431966,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 18:02:39.0,'2020-07-08 18:05:31.0,334781510,431964,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 17:48:53.0,'2020-07-08 17:51:19.0,334777349,431962,CC,National,0.0,118.57,0.0,0.0,0.0
'2020-07-08 17:46:29.0,'2020-07-08 17:48:51.0,334776717,431961,PHONEPE,,0.0,41.51,0.0,0.0,0.0
'2020-07-08 17:41:33.0,'2020-07-08 17:44:26.0,334775339,431954,SBIB,,0.0,197.23,0.0,0.0,0.0
'2020-07-08 17:37:05.0,'2020-07-08 17:37:46.0,334773974,431950,HDFB,,0.0,197.23,0.0,0.0,0.0
'2020-07-08 17:36:58.0,'2020-07-08 17:39:08.0,334773948,431949,CC,National,0.0,74.31,0.0,0.0,0.0
'2020-07-08 17:26:39.0,'2020-07-08 17:32:43.0,334771018,431946,MAST,National,0.0,97.08,0.0,0.0,0.0
'2020-07-08 17:10:55.0,'2020-07-08 17:13:14.0,334766475,431942,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 17:05:12.0,'2020-07-08 17:06:12.0,334764732,431941,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 17:00:46.0,'2020-07-08 17:02:19.0,334763513,431940,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 17:00:12.0,'2020-07-08 17:03:19.0,334763339,431937,VISA,National,0.0,101.5,0.0,0.0,0.0
'2020-07-08 16:59:57.0,'2020-07-08 17:01:19.0,334763223,431938,CC,National,0.0,142.42,0.0,0.0,0.0
'2020-07-08 16:21:48.0,'2020-07-08 16:22:51.0,334752513,431926,VISA,National,0.0,96.0,0.0,0.0,0.0
'2020-07-08 16:21:44.0,'2020-07-08 16:23:57.0,334752497,431925,VISA,National,0.0,14.66,0.0,0.0,0.0
'2020-07-08 15:54:41.0,'2020-07-08 15:55:57.0,334745085,431916,VISA,National,0.0,40.48,0.0,0.0,0.0
'2020-07-08 15:50:26.0,'2020-07-08 15:51:31.0,334743937,431915,VISA,National,0.0,99.83,0.0,0.0,0.0
'2020-07-08 15:47:38.0,'2020-07-08 15:48:26.0,334743119,431914,HDFB,,0.0,97.93,0.0,0.0,0.0
'2020-07-08 15:44:48.0,'2020-07-08 15:46:25.0,334742253,431911,VISA,National,0.0,95.29,0.0,0.0,0.0
'2020-07-08 15:43:59.0,'2020-07-08 15:45:46.0,334742020,431910,CC,National,0.0,88.98,0.0,0.0,0.0
'2020-07-08 15:40:18.0,'2020-07-08 15:43:50.0,334740849,431906,CC,National,0.0,167.65,0.0,0.0,0.0
'2020-07-08 15:28:35.0,'2020-07-08 15:30:41.0,334737027,431900,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 15:20:00.0,'2020-07-08 15:22:09.0,334734168,431894,HDFB,,0.0,186.45,0.0,0.0,0.0
'2020-07-08 15:19:17.0,'2020-07-08 15:21:56.0,334733949,431892,VISA,National,0.0,58.99,0.0,0.0,0.0
'2020-07-08 15:18:42.0,'2020-07-08 15:20:41.0,334733778,431891,CC,National,0.0,184.39,0.0,0.0,0.0
'2020-07-08 15:13:54.0,'2020-07-08 15:15:10.0,334732258,431884,CC,National,0.0,127.51,0.0,0.0,0.0
'2020-07-08 15:08:27.0,'2020-07-08 15:10:14.0,334730419,431875,VISA,National,0.0,58.99,0.0,0.0,0.0
'2020-07-08 15:08:13.0,'2020-07-08 15:10:43.0,334730350,431881,SBIB,,0.0,186.45,0.0,0.0,0.0
'2020-07-08 15:02:17.0,'2020-07-08 15:04:21.0,334728567,431878,CC,National,0.0,142.19,0.0,0.0,0.0
'2020-07-08 14:47:48.0,'2020-07-08 14:49:21.0,334724183,431872,CC,National,0.0,142.19,0.0,0.0,0.0
'2020-07-08 14:24:41.0,'2020-07-08 14:28:04.0,334717247,431861,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 14:15:38.0,'2020-07-08 14:17:50.0,334714580,431859,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 14:12:06.0,'2020-07-08 14:13:56.0,334713499,431857,MAST,National,0.0,91.94,0.0,0.0,0.0
'2020-07-08 13:30:21.0,'2020-07-08 13:31:32.0,334700655,431835,VISA,National,0.0,91.23,0.0,0.0,0.0
'2020-07-08 13:26:13.0,'2020-07-08 13:27:05.0,334699308,431828,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 13:11:49.0,'2020-07-08 13:13:46.0,334694365,431815,VISA,National,0.0,57.67,0.0,0.0,0.0
'2020-07-08 13:08:44.0,'2020-07-08 13:13:05.0,334693221,431811,162B,,0.0,74.31,0.0,0.0,0.0
'2020-07-08 13:07:00.0,'2020-07-08 13:13:23.0,334692651,431808,VISA,National,0.0,91.94,0.0,0.0,0.0
'2020-07-08 13:04:15.0,'2020-07-08 13:06:10.0,334691712,431807,AXIB,,0.0,191.73,0.0,0.0,0.0
'2020-07-08 13:02:05.0,'2020-07-08 13:04:11.0,334690962,431805,VISA,National,0.0,41.2,0.0,0.0,0.0
'2020-07-08 12:47:30.0,'2020-07-08 12:49:35.0,334685450,431794,VISA,National,0.0,96.0,0.0,0.0,0.0
'2020-07-08 12:34:44.0,'2020-07-08 12:37:59.0,334680705,431781,VISA,National,0.0,24.48,0.0,0.0,0.0
'2020-07-08 12:21:24.0,'2020-07-08 12:23:38.0,334675511,431760,CC,National,0.0,113.07,0.0,0.0,0.0
'2020-07-08 12:20:14.0,'2020-07-08 12:22:02.0,334675088,431759,CC,National,0.0,183.01,0.0,0.0,0.0
'2020-07-08 12:18:25.0,'2020-07-08 12:23:47.0,334674381,431757,PAYTM,,0.0,191.73,0.0,0.0,0.0
'2020-07-08 12:00:38.0,'2020-07-08 12:02:29.0,334668563,431735,MAST,National,0.0,49.79,0.0,0.0,0.0
'2020-07-08 11:59:21.0,'2020-07-08 12:01:58.0,334668143,431734,ICIB,,0.0,184.39,0.0,0.0,0.0
'2020-07-08 11:41:49.0,'2020-07-08 11:43:08.0,334662905,431703,VISA,National,0.0,13.68,0.0,0.0,0.0
'2020-07-08 11:35:22.0,'2020-07-08 11:37:15.0,334660957,431691,VISA,National,0.0,41.67,0.0,0.0,0.0
'2020-07-08 11:29:48.0,'2020-07-08 11:30:55.0,334659298,431688,SBIB,,0.0,52.75,0.0,0.0,0.0
'2020-07-08 11:26:59.0,'2020-07-08 11:28:49.0,334658492,431686,ICIB,,0.0,184.39,0.0,0.0,0.0
'2020-07-08 11:10:22.0,'2020-07-08 11:11:31.0,334653620,431668,SBIB,,0.0,197.23,0.0,0.0,0.0
'2020-07-08 11:08:46.0,'2020-07-08 11:10:41.0,334653125,431665,CC,National,0.0,102.29,0.0,0.0,0.0
'2020-07-08 11:06:54.0,'2020-07-08 11:08:11.0,334652616,431661,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 11:06:44.0,'2020-07-08 11:08:34.0,334652564,431662,SBIB,,0.0,175.22,0.0,0.0,0.0
'2020-07-08 10:57:55.0,'2020-07-08 10:59:02.0,334650075,431652,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 10:55:40.0,'2020-07-08 10:57:15.0,334649371,431648,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 10:54:19.0,'2020-07-08 10:56:12.0,334648908,431646,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 10:52:16.0,'2020-07-08 10:53:55.0,334648164,431645,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 10:47:44.0,'2020-07-08 10:48:49.0,334646587,431640,SBIB,,0.0,85.09,0.0,0.0,0.0
'2020-07-08 10:46:33.0,'2020-07-08 10:50:50.0,334646217,431639,MAST,National,0.0,74.15,0.0,0.0,0.0
'2020-07-08 10:44:04.0,'2020-07-08 10:46:00.0,334645403,431632,CC,National,0.0,124.53,0.0,0.0,0.0
'2020-07-08 10:41:25.0,'2020-07-08 10:43:04.0,334644523,431629,CC,National,0.0,85.09,0.0,0.0,0.0
'2020-07-08 10:37:52.0,'2020-07-08 10:41:16.0,334643377,431623,VISA,National,0.0,99.95,0.0,0.0,0.0
'2020-07-08 10:34:47.0,'2020-07-08 10:38:04.0,334642391,431617,CC,National,0.0,191.73,0.0,0.0,0.0
'2020-07-08 09:51:15.0,'2020-07-08 09:52:14.0,334630553,431563,MAST,National,0.0,74.63,0.0,0.0,0.0
'2020-07-08 09:26:56.0,'2020-07-08 09:27:58.0,334625132,431550,CC,National,0.0,93.34,0.0,0.0,0.0
'2020-07-08 09:08:15.0,'2020-07-08 09:15:16.0,334621379,431548,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-08 09:04:41.0,'2020-07-08 09:06:15.0,334620738,431546,VISA,National,0.0,99.83,0.0,0.0,0.0
'2020-07-08 08:46:46.0,'2020-07-08 08:48:28.0,334617496,431545,HDFB,,0.0,191.73,0.0,0.0,0.0
'2020-07-08 08:33:54.0,'2020-07-08 08:37:12.0,334615242,431544,MAST,National,0.0,29.97,0.0,0.0,0.0
'2020-07-08 07:27:13.0,'2020-07-08 07:29:38.0,334605523,431541,SBIB,,0.0,197.23,0.0,0.0,0.0
'2020-07-08 06:17:33.0,'2020-07-08 06:19:27.0,334599356,431540,MAST,National,0.0,88.6,0.0,0.0,0.0
'2020-07-08 06:12:33.0,'2020-07-08 06:13:52.0,334599070,431539,MAST,National,0.0,99.95,0.0,0.0,0.0
'2020-07-08 00:57:46.0,'2020-07-08 01:00:46.0,334591684,431537,CC,National,0.0,92.88,0.0,0.0,0.0
'2020-07-08 00:34:35.0,'2020-07-08 00:36:24.0,334590123,431536,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-08 00:18:05.0,'2020-07-08 00:20:02.0,334588837,431535,IDFCNB,,0.0,162.36,0.0,0.0,0.0
'2020-07-07 23:54:21.0,'2020-07-07 23:57:55.0,334586300,431534,CC,National,0.0,92.88,0.0,0.0,0.0
'2020-07-07 23:40:54.0,'2020-07-07 23:42:28.0,334584457,431531,ICIB,,0.0,79.35,0.0,0.0,0.0
'2020-07-07 23:40:19.0,'2020-07-07 23:42:49.0,334584357,431530,PAYTM,,0.0,81.42,0.0,0.0,0.0
'2020-07-07 22:42:18.0,'2020-07-07 22:47:00.0,334573851,431527,VISA,National,0.0,88.6,0.0,0.0,0.0
'2020-07-07 22:34:34.0,'2020-07-07 22:39:13.0,334572262,431526,MAST,National,0.0,80.0,0.0,0.0,0.0
'2020-07-07 21:43:19.0,'2020-07-07 21:45:05.0,334560623,431525,HDFB,,0.0,92.88,0.0,0.0,0.0
'2020-07-07 21:41:22.0,'2020-07-07 21:43:53.0,334560149,431524,CC,National,0.0,80.04,0.0,0.0,0.0
'2020-07-07 21:34:41.0,'2020-07-07 21:36:39.0,334558492,431523,HDFB,,0.0,175.22,0.0,0.0,0.0
'2020-07-07 21:30:25.0,'2020-07-07 21:37:09.0,334557449,431522,CC,National,0.0,91.51,0.0,0.0,0.0
'2020-07-07 21:16:38.0,'2020-07-07 21:18:49.0,334553971,431520,VISA,National,0.0,66.99,0.0,0.0,0.0
'2020-07-07 21:13:50.0,'2020-07-07 21:15:12.0,334553289,431518,CC,National,0.0,102.75,0.0,0.0,0.0
'2020-07-07 21:02:08.0,'2020-07-07 21:04:45.0,334550013,431514,CC,National,0.0,176.59,0.0,0.0,0.0
'2020-07-07 20:56:50.0,'2020-07-07 20:57:49.0,334548329,431510,VISA,National,0.0,102.69,0.0,0.0,0.0
'2020-07-07 20:49:41.0,'2020-07-07 20:50:56.0,334545859,431506,VISA,National,0.0,97.08,0.0,0.0,0.0
'2020-07-07 20:22:09.0,'2020-07-07 20:23:41.0,334537531,431500,HDFB,,0.0,194.94,0.0,0.0,0.0
'2020-07-07 20:21:06.0,'2020-07-07 20:22:18.0,334537192,431501,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 19:14:20.0,'2020-07-07 19:15:12.0,334514615,431495,CC,National,0.0,36.41,0.0,0.0,0.0
'2020-07-07 18:56:53.0,'2020-07-07 18:58:35.0,334507878,431493,SBIB,,0.0,170.17,0.0,0.0,0.0
'2020-07-07 18:47:59.0,'2020-07-07 18:53:22.0,334505552,431492,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 18:39:49.0,'2020-07-07 18:41:18.0,334503475,431490,ICIB,,0.0,142.42,0.0,0.0,0.0
'2020-07-07 18:39:39.0,'2020-07-07 18:41:21.0,334503448,431491,MAST,National,0.0,38.69,0.0,0.0,0.0
'2020-07-07 18:21:59.0,'2020-07-07 18:23:00.0,334498681,431484,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 18:17:33.0,'2020-07-07 18:19:26.0,334497541,431480,SBIB,,0.0,153.66,0.0,0.0,0.0
'2020-07-07 18:16:15.0,'2020-07-07 18:17:26.0,334497244,431479,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 17:47:04.0,'2020-07-07 17:48:55.0,334488465,431470,SBIB,,0.0,191.73,0.0,0.0,0.0
'2020-07-07 17:18:47.0,'2020-07-07 17:22:12.0,334480429,431464,PHONEPE,,0.0,175.22,0.0,0.0,0.0
'2020-07-07 17:11:18.0,'2020-07-07 17:15:31.0,334478177,431461,MAST,National,0.0,48.36,0.0,0.0,0.0
'2020-07-07 16:48:54.0,'2020-07-07 16:50:34.0,334471228,431456,VISA,National,0.0,14.66,0.0,0.0,0.0
'2020-07-07 16:47:17.0,'2020-07-07 16:48:22.0,334470679,431454,HDFB,,0.0,153.66,0.0,0.0,0.0
'2020-07-07 16:46:42.0,'2020-07-07 16:50:11.0,334470538,431452,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 16:37:38.0,'2020-07-07 16:38:40.0,334467517,431448,PAYTM,,0.0,194.94,0.0,0.0,0.0
'2020-07-07 16:05:12.0,'2020-07-07 16:06:37.0,334457251,431445,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-07 15:54:18.0,'2020-07-07 16:06:26.0,334453985,431442,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 15:42:17.0,'2020-07-07 15:45:01.0,334450259,431437,CC,National,0.0,37.57,0.0,0.0,0.0
'2020-07-07 15:36:12.0,'2020-07-07 15:38:59.0,334448308,431435,VISA,National,0.0,96.0,0.0,0.0,0.0
'2020-07-07 15:30:50.0,'2020-07-07 15:33:07.0,334446738,431432,SBIB,,0.0,92.88,0.0,0.0,0.0
'2020-07-07 14:50:22.0,'2020-07-07 14:50:49.0,334433853,431426,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:45:54.0,'2020-07-07 14:46:43.0,334432600,431424,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:43:18.0,'2020-07-07 14:47:42.0,334431874,431422,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:39:26.0,'2020-07-07 14:40:03.0,334430670,431420,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:37:52.0,'2020-07-07 14:39:52.0,334430266,431418,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:34:10.0,'2020-07-07 14:36:12.0,334429210,431416,CC,National,0.0,183.01,0.0,0.0,0.0
'2020-07-07 14:33:59.0,'2020-07-07 14:36:41.0,334429159,431417,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:21:58.0,'2020-07-07 14:23:05.0,334425529,431412,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:11:24.0,'2020-07-07 14:13:22.0,334422386,431411,ICIB,,0.0,85.09,0.0,0.0,0.0
'2020-07-07 14:09:56.0,'2020-07-07 14:13:03.0,334421895,431410,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 14:06:08.0,'2020-07-07 14:07:58.0,334420830,431409,VISA,National,0.0,70.81,0.0,0.0,0.0
'2020-07-07 14:05:00.0,'2020-07-07 14:09:01.0,334420454,431407,CC,National,0.0,123.16,0.0,0.0,0.0
'2020-07-07 13:45:01.0,'2020-07-07 13:45:59.0,334414009,431396,VISA,National,0.0,70.81,0.0,0.0,0.0
'2020-07-07 13:40:54.0,'2020-07-07 13:42:33.0,334412664,431395,VISA,National,0.0,64.36,0.0,0.0,0.0
'2020-07-07 13:25:12.0,'2020-07-07 13:27:38.0,334407134,431373,CC,National,0.0,89.9,0.0,0.0,0.0
'2020-07-07 13:21:06.0,'2020-07-07 13:22:16.0,334405818,431360,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 13:17:36.0,'2020-07-07 13:22:34.0,334404565,431364,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 13:14:22.0,'2020-07-07 13:16:03.0,334403502,431362,MAST,National,0.0,52.78,0.0,0.0,0.0
'2020-07-07 13:01:10.0,'2020-07-07 13:02:51.0,334399272,431356,CC,National,0.0,142.19,0.0,0.0,0.0
'2020-07-07 12:56:05.0,'2020-07-07 12:58:13.0,334397491,431353,VISA,National,0.0,57.2,0.0,0.0,0.0
'2020-07-07 12:34:31.0,'2020-07-07 12:35:38.0,334390302,431329,CC,National,0.0,35.06,0.0,0.0,0.0
'2020-07-07 12:31:19.0,'2020-07-07 12:32:52.0,334389336,431326,CC,National,0.0,176.59,0.0,0.0,0.0
'2020-07-07 12:27:42.0,'2020-07-07 12:29:14.0,334388149,431321,HDFB,,0.0,113.29,0.0,0.0,0.0
'2020-07-07 12:16:16.0,'2020-07-07 12:17:44.0,334384204,431308,CC,National,0.0,175.22,0.0,0.0,0.0
'2020-07-07 12:09:13.0,'2020-07-07 12:14:42.0,334381900,431301,MAST,National,0.0,51.58,0.0,0.0,0.0
'2020-07-07 12:02:04.0,'2020-07-07 12:05:50.0,334378948,431292,VISA,National,0.0,37.73,0.0,0.0,0.0
'2020-07-07 11:57:30.0,'2020-07-07 12:00:07.0,334377517,431282,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 11:53:56.0,'2020-07-07 11:55:43.0,334376305,431279,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 11:45:25.0,'2020-07-07 11:46:36.0,334373430,431265,CC,National,0.0,194.94,0.0,0.0,0.0
'2020-07-07 11:41:51.0,'2020-07-07 11:42:56.0,334372310,431259,MAST,National,0.0,88.6,0.0,0.0,0.0
'2020-07-07 11:35:35.0,'2020-07-07 11:36:58.0,334370342,431252,VISA,National,0.0,24.48,0.0,0.0,0.0
'2020-07-07 11:33:11.0,'2020-07-07 11:34:55.0,334369602,431251,MAST,National,0.0,96.0,0.0,0.0,0.0
'2020-07-07 11:14:58.0,'2020-07-07 11:17:50.0,334363850,431241,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 11:08:33.0,'2020-07-07 11:14:21.0,334361768,431237,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 11:08:18.0,'2020-07-07 11:10:41.0,334361658,431238,RUPAY,National,0.0,0.0,0.0,0.0,0.0
'2020-07-07 11:06:54.0,'2020-07-07 11:08:10.0,334361249,431235,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 11:05:56.0,'2020-07-07 11:06:46.0,334360969,431234,CC,National,0.0,191.96,0.0,0.0,0.0
'2020-07-07 10:58:17.0,'2020-07-07 11:00:56.0,334358453,431228,CC,National,0.0,109.85,0.0,0.0,0.0
'2020-07-07 10:54:20.0,'2020-07-07 10:55:17.0,334357134,431224,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 10:48:23.0,'2020-07-07 10:50:37.0,334355166,431221,VISA,National,0.0,53.26,0.0,0.0,0.0
'2020-07-07 10:38:00.0,'2020-07-07 10:40:28.0,334352217,431218,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 10:35:46.0,'2020-07-07 10:38:52.0,334351563,431216,MAST,National,0.0,91.23,0.0,0.0,0.0
'2020-07-07 10:32:12.0,'2020-07-07 10:33:25.0,334350502,431211,AXIB,,0.0,197.23,0.0,0.0,0.0
'2020-07-07 10:30:47.0,'2020-07-07 10:31:37.0,334350104,431210,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 10:26:12.0,'2020-07-07 10:27:49.0,334348820,431209,VISA,National,0.0,52.9,0.0,0.0,0.0
'2020-07-07 10:23:03.0,'2020-07-07 10:25:02.0,334347855,431206,AXIB,,0.0,191.73,0.0,0.0,0.0
'2020-07-07 10:21:50.0,'2020-07-07 10:22:37.0,334347534,431205,SBIB,,0.0,170.17,0.0,0.0,0.0
'2020-07-07 10:10:12.0,'2020-07-07 10:12:00.0,334344461,431202,INOB,,0.0,176.48,0.0,0.0,0.0
'2020-07-07 09:42:15.0,'2020-07-07 09:46:42.0,334337916,431188,CC,National,0.0,191.96,0.0,0.0,0.0
'2020-07-07 09:41:35.0,'2020-07-07 09:43:32.0,334337746,431187,MAST,National,0.0,51.47,0.0,0.0,0.0
'2020-07-07 09:39:48.0,'2020-07-07 09:41:44.0,334337337,431185,VISA,National,0.0,101.5,0.0,0.0,0.0
'2020-07-07 09:18:40.0,'2020-07-07 09:22:35.0,334333018,431173,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 09:17:26.0,'2020-07-07 09:19:34.0,334332790,431172,CC,National,0.0,93.34,0.0,0.0,0.0
'2020-07-07 09:13:03.0,'2020-07-07 09:14:54.0,334331960,431171,CC,National,0.0,101.37,0.0,0.0,0.0
'2020-07-07 09:07:09.0,'2020-07-07 09:14:59.0,334330844,431170,CC,National,0.0,95.64,0.0,0.0,0.0
'2020-07-07 08:50:33.0,'2020-07-07 08:52:19.0,334327762,431169,CC,National,0.0,37.57,0.0,0.0,0.0
'2020-07-07 08:18:52.0,'2020-07-07 08:20:30.0,334322562,431168,CC,National,0.0,80.04,0.0,0.0,0.0
'2020-07-07 08:10:27.0,'2020-07-07 08:12:00.0,334321293,431166,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-07-07 05:52:06.0,'2020-07-07 05:53:40.0,334309462,431164,SBIB,,0.0,175.22,0.0,0.0,0.0
'2020-07-07 01:50:42.0,'2020-07-07 01:53:40.0,334304997,431162,CC,National,0.0,191.73,0.0,0.0,0.0
'2020-07-07 00:03:46.0,'2020-07-07 00:05:15.0,334299373,431160,HDFB,,0.0,176.59,0.0,0.0,0.0
